Province,District,Com_Code,Commune,TT_Family,TT_M,TT_F,TT_Both,Both_UP_18,M_18_24,F_18_24,M_25_35,F_25_35,M_36_45,F_36_45,M_46_60,F_46_60,M_UP_61,F_UP_61,M_IM_UP_18,F_IM_UP_18,Both_IM_18,IM_UP_18_P,IM_POP_P
Kampong Speu,Samraong Tong,050714,Tumpoar Meas,1419,3825,3542,7367,4435,550,555,1100,619,289,327,263,367,145,220,26,33,59,1.33000000000,0.80000000000
Kandal,Khsach Kandal,080315,Svay Chrum,965,2107,2669,4776,3314,377,444,377,435,217,394,186,321,185,378,8,5,13,0.39000000000,0.27000000000
Phnom Penh,Saensokh,120801,Phnom Penh Thmei,6135,15279,16798,32077,19923,2094,2128,2497,3056,1970,2208,1798,2130,910,1132,0,0,0,0.00000000000,0.00000000000
Prey Veng,Svay Antor,141307,Popueus,1369,3020,3562,6582,3771,236,362,390,453,409,487,256,514,313,351,451,182,633,16.79000000000,9.62000000000
Prey Veng,Pur Rieng,141107,Preaek Ta Sar,1506,4140,3333,7473,4667,997,520,579,496,408,381,438,449,170,229,47,19,66,1.41000000000,0.88000000000
Prey Veng,Kamchay Mear,140206,Smaong Khang Cheung,3952,8051,8931,16982,10608,1208,1367,1420,1457,1022,1200,785,974,529,646,0,0,0,0.00000000000,0.00000000000
Koh Kong,Mondol Seima,090503,Tuol Kokir,265,575,586,1161,754,94,98,100,103,65,77,82,68,34,33,55,72,127,16.84000000000,10.94000000000
Kampong Speu,Odongk,050503,Chumpu Proeks,624,1548,1640,3188,1848,225,238,234,259,158,184,115,146,126,163,2,1,3,0.16000000000,0.09000000000
Svay Rieng,Romeas Haek,200416,Tras,1432,3066,3349,6415,3850,455,529,472,519,379,430,298,392,176,200,96,2,98,2.55000000000,1.53000000000
Svay Rieng,Romeas Haek,200403,Andoung Trabaek,1614,3388,3663,7051,4495,514,537,507,612,446,499,352,434,257,337,64,28,92,2.05000000000,1.30000000000
Phnom Penh,Russey Keo,120702,Tuol Sangkae,11755,24313,28985,53298,39287,4159,7299,4364,5990,3419,3135,4190,3680,1394,1657,34,19,53,0.13000000000,0.10000000000
Kandal,Lvea Aem,080613,Sarikakaev,1860,4213,4449,8662,5535,540,662,625,646,573,558,413,419,444,655,18,11,29,0.52000000000,0.33000000000
Kandal,Lvea Aem,080609,Preaek Kmeng,657,1915,2013,3928,2193,268,273,226,229,226,232,240,255,115,129,189,126,315,14.36000000000,8.02000000000
Kandal,Angk Snuol,080814,Samraong Leu,1850,4581,5008,9589,5744,635,566,974,1034,398,528,426,587,243,353,5,7,12,0.21000000000,0.13000000000
Prey Veng,Svay Antor,141303,Chrey,3125,6278,6513,12791,8210,880,853,1256,1258,758,874,662,818,408,443,664,223,887,10.80000000000,6.93000000000
,,120924,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Prey Veng,Pur Rieng,141104,Prey Kanlaong,1316,2700,2787,5487,3497,413,457,497,489,348,340,220,324,171,238,202,100,302,8.64000000000,5.50000000000
Phnom Penh,Tuol Kouk,120407,Boeng Kak Ti Muoy,2354,6589,6491,13080,8814,920,1008,1073,1066,1059,1056,861,979,385,407,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Doun Penh,120210,Srah Chak,4317,10122,10602,20724,14634,1428,1389,1783,1858,1510,1592,1668,1718,774,914,29,14,43,0.29000000000,0.21000000000
Phnom Penh,Tuol Kouk,120408,Boeng Kak Ti Pir,4120,10852,10915,21767,14653,1620,1591,1853,1798,1442,1551,1416,1605,861,916,0,0,0,0.00000000000,0.00000000000
Kampong Speu,Samraong Tong,050703,Khtum Krang,1639,3925,3808,7733,4549,518,551,728,645,450,462,360,413,232,190,14,18,32,0.70000000000,0.41000000000
,,140806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Kandal,Lvea Aem,080601,Akreiy Ksatr,2348,5090,4528,9618,5950,716,715,913,722,554,604,528,536,378,284,40,19,59,0.99000000000,0.61000000000
Kandal,Lvea Aem,080607,Peam Oknha Ong,1899,3872,3963,7835,5204,584,584,699,723,422,467,432,578,362,353,59,27,86,1.65000000000,1.10000000000
Koh Kong,Mondol Seima,090502,Peam Krasaob,292,677,645,1322,842,111,113,126,105,88,83,88,86,20,22,25,10,35,4.16000000000,2.65000000000
Prey Veng,Svay Antor,141301,Angkor Tret,2143,4783,5103,9886,6351,677,658,935,963,572,697,520,629,314,386,235,100,335,5.27000000000,3.39000000000
Phnom Penh,Doun Penh,120211,Voat Phnum,1034,2774,3029,5803,4640,237,293,441,374,336,329,365,499,808,958,8,3,11,0.24000000000,0.19000000000
Phnom Penh,Doun Penh,120205,Phsar Kandal Ti Muoy,1403,3443,3844,7287,5541,494,599,664,738,569,638,511,659,289,380,21,20,41,0.74000000000,0.56000000000
Phnom Penh,Doun Penh,120209,Phsar Chas,1292,3268,3263,6531,4042,436,458,481,440,454,450,351,415,281,276,1,0,1,0.02000000000,0.02000000000
Phnom Penh,Tuol Kouk,120401,Phsar Depou Ti Muoy,1547,4139,4090,8229,6291,589,569,822,783,626,595,729,756,382,440,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Doun Penh,120201,Phsar Thmei Ti Muoy,956,2560,2601,5161,3952,390,404,513,506,364,377,372,445,313,268,8,4,12,0.30000000000,0.23000000000
Phnom Penh,Tuol Kouk,120404,Tuek L'ak Ti Muoy,2266,5713,5461,11174,7888,803,726,934,980,1016,793,796,863,462,515,3,7,10,0.13000000000,0.09000000000
Phnom Penh,Doun Penh,120202,Phsar Thmei Ti Pir,1100,2709,3103,5812,4615,372,412,805,823,401,524,317,438,218,305,11,11,22,0.48000000000,0.38000000000
Phnom Penh,Prampir Meakkakra,120305,Monourom,2073,5429,5335,10764,7685,647,738,851,881,929,846,784,823,669,517,6,5,11,0.14000000000,0.10000000000
Phnom Penh,Prampir Meakkakra,120306,Mittakpheap,1716,4380,4559,8939,6224,673,697,859,790,626,663,612,643,294,367,29,14,43,0.69000000000,0.48000000000
Kampong Speu,Samraong Tong,050705,Pneay,2424,5931,6347,12278,7527,1027,940,1086,1223,577,675,522,705,329,443,45,24,69,0.92000000000,0.56000000000
Phnom Penh,Doun Penh,120206,Phsar Kandal Ti Pir,1230,3172,3542,6714,4799,478,551,527,622,453,563,484,580,253,288,5,3,8,0.17000000000,0.12000000000
Phnom Penh,Doun Penh,120203,Phsar Thmei Ti Bei,1499,3729,3870,7599,5698,588,574,703,687,565,648,640,646,287,360,15,9,24,0.42000000000,0.32000000000
Prey Veng,Svay Antor,141305,Me Bon,1596,3507,3808,7315,4805,395,460,467,503,474,428,472,535,493,578,45,18,63,1.31000000000,0.86000000000
Koh Kong,Srae Ambel,090603,Chi kha Leu,829,2099,2051,4150,2470,260,313,265,285,276,253,244,255,144,175,3,7,10,0.40000000000,0.24000000000
Phnom Penh,Prampir Meakkakra,120307,Veal Vong,3686,9624,9856,19480,14685,1729,1449,1676,1771,1568,1722,1292,1537,942,999,10,0,10,0.07000000000,0.05000000000
Phnom Penh,Tuol Kouk,120402,Phsar Depou Ti Pir,1616,4200,4642,8842,5965,533,632,602,793,547,800,598,678,338,444,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Prampir Meakkakra,120304,Ou Ruessei Ti Buon,1199,3138,3357,6495,5368,575,605,596,662,499,512,514,549,341,515,71,52,123,2.29000000000,1.89000000000
Phnom Penh,Doun Penh,120208,Chey Chummeah,1556,4052,4294,8346,6429,627,641,878,865,655,670,641,788,304,360,23,12,35,0.54000000000,0.42000000000
Phnom Penh,Doun Penh,120204,Boeng Reang,885,2328,2304,4632,3703,329,236,484,452,350,402,418,423,271,338,9,5,14,0.38000000000,0.30000000000
Kandal,Lvea Aem,080605,Kaoh Reah,736,2211,1875,4086,2720,917,253,218,444,108,112,104,317,103,144,30,11,41,1.51000000000,1.00000000000
Phnom Penh,Prampir Meakkakra,120303,Ou Ruessei Ti Bei,1277,2739,3022,5761,4400,455,496,535,512,421,472,452,550,172,335,7,10,17,0.39000000000,0.30000000000
Phnom Penh,Tuol Kouk,120405,Tuek L'ak Ti Pir,1896,4746,5279,10025,6846,680,783,874,941,628,743,634,769,367,427,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Prampir Meakkakra,120301,Ou Ruessei Ti Muoy,1521,3712,4131,7843,6280,600,641,888,885,583,608,526,712,357,480,10,9,19,0.30000000000,0.24000000000
Phnom Penh,Tuol Kouk,120403,Phsar Depou Ti Bei,1395,3133,3557,6690,5392,562,550,577,691,561,646,536,608,308,353,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Prampir Meakkakra,120302,Ou Ruessei Ti Pir,1685,3937,4189,8126,6270,624,720,823,845,632,645,584,623,352,422,1,0,1,0.02000000000,0.01000000000
,,120922,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Tuol Kouk,120406,Tuek L'ak Ti Bei,4513,10868,11244,22112,16850,1528,1568,2315,2312,1741,1815,1565,1760,1038,1208,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Prampir Meakkakra,120308,Boeng Prolit,1571,4487,4655,9142,7619,675,717,688,692,804,962,889,887,632,673,16,9,25,0.33000000000,0.27000000000
Phnom Penh,Doun Penh,120207,Chakto Mukh,1277,3125,3638,6763,4567,479,579,554,619,411,539,426,505,189,266,16,4,20,0.44000000000,0.30000000000
Kandal,Lvea Aem,080610,Preaek Rey,972,1848,2068,3916,2292,300,287,295,312,196,237,168,210,123,164,15,15,30,1.31000000000,0.77000000000
Phnom Penh,Tuol Kouk,120409,Phsar Daeum Kor,2307,6014,5971,11985,8260,1020,978,933,945,782,878,872,854,469,529,0,2,2,0.02000000000,0.02000000000
Kampong Speu,Samraong Tong,050708,Sambour,1804,4442,4676,9118,5457,588,521,706,771,506,564,464,522,387,428,3,0,3,0.05000000000,0.03000000000
Svay Rieng,Romeas Haek,200410,Krasang,1251,2908,3093,6001,4054,474,488,555,638,345,354,332,407,207,254,50,30,80,1.97000000000,1.33000000000
Phnom Penh,Tuol Kouk,120410,Boeng Salang,4295,11462,12431,23893,16203,1597,2043,2095,2227,1871,1819,1372,1603,714,862,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Chamkar Mon,120107,Tuol Svay Prey Ti Pir,1525,4361,4577,8938,7100,573,639,672,755,759,770,906,940,524,562,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Chamkar Mon,120101,Tonle Basak,4565,10264,10712,20976,12938,1393,1380,1456,1628,1447,1624,1397,1362,615,636,27,9,36,0.28000000000,0.17000000000
Phnom Penh,Mean Chey,120608,Nirouth,3522,8849,9392,18241,13174,1183,1232,1309,1582,1169,1413,1271,1393,1218,1404,36,24,60,0.46000000000,0.33000000000
Phnom Penh,Chamkar Mon,120102,Boeng Keng Kang Ti Muoy,1280,3758,3920,7678,5986,646,624,790,757,641,609,602,629,324,364,75,35,110,1.84000000000,1.43000000000
Kampong Speu,Samraong Tong,050707,Samraong Tong,1406,3448,3713,7161,4538,518,473,637,786,340,390,377,463,242,312,3,6,9,0.20000000000,0.13000000000
Phnom Penh,Chamkar Mon,120105,Oulampik,1233,3098,3219,6317,4957,490,554,531,588,480,571,511,517,366,349,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Chamkar Mon,120103,Boeng Keng Kang Ti Pir,1572,4168,4413,8581,6373,677,661,795,786,654,754,621,764,321,340,2,0,2,0.03000000000,0.02000000000
Phnom Penh,Chamkar Mon,120106,Tuol Svay Prey Ti Muoy,2136,5789,6008,11797,8838,1171,1421,988,1069,890,749,720,855,509,466,19,19,38,0.43000000000,0.32000000000
Phnom Penh,Mean Chey,120612,Veal Sbov,1296,3108,3220,6328,4343,527,494,660,721,377,380,297,357,203,327,15,29,44,1.01000000000,0.70000000000
Phnom Penh,Chamkar Mon,120108,Tumnob Tuek,2103,5486,5838,11324,7828,880,882,916,924,801,831,764,879,451,500,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Chamkar Mon,120104,Boeng Keng Kang Ti Bei,3002,8238,8841,17079,12316,1371,1420,1667,1677,1094,1258,1244,1447,484,654,31,20,51,0.41000000000,0.30000000000
Kandal,Angk Snuol,080803,Chhak Chheu Neang,818,2031,2061,4092,2343,240,297,392,317,227,230,168,181,114,177,1,3,4,0.17000000000,0.10000000000
,,141108,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Mean Chey,120610,Preaek Aeng,3123,6910,7273,14183,9247,1075,1151,1215,1440,679,777,869,886,543,612,14,17,31,0.34000000000,0.22000000000
Kandal,Angk Snuol,080804,Damnak Ampil,1196,2982,2964,5946,3123,389,401,467,397,269,305,254,291,179,171,2,1,3,0.10000000000,0.05000000000
Phnom Penh,Chamkar Mon,120109,Tuol Tumpung Ti Pir,1484,4268,4491,8759,6411,568,635,701,772,682,743,823,842,309,336,16,22,38,0.59000000000,0.43000000000
Kandal,Lvea Aem,080614,Thma Kor,901,2039,2001,4040,2889,879,899,141,131,134,113,116,112,183,181,1,3,4,0.14000000000,0.10000000000
Phnom Penh,Mean Chey,120602,Boeng Tumpun,8770,25725,24217,49942,36767,3511,3476,5201,4496,3927,3489,3743,3576,2556,2792,63,64,127,0.35000000000,0.25000000000
Phnom Penh,Chamkar Mon,120111,Boeng Trabaek,1546,3818,4041,7859,6283,738,801,715,791,694,730,584,669,252,309,4,0,4,0.06000000000,0.05000000000
Phnom Penh,Chamkar Mon,120110,Tuol Tumpung Ti Muoy,1483,4664,4493,9157,6913,717,602,947,923,829,797,707,705,300,386,1,8,9,0.13000000000,0.10000000000
Phnom Penh,Mean Chey,120609,Kbal Kaoh,3756,8373,8973,17346,12376,946,933,1312,1372,1105,1132,1320,1412,1402,1442,9,3,12,0.10000000000,0.07000000000
Phnom Penh,Mean Chey,120605,Chhbar Ampov Ti Pir,3901,10254,10653,20907,12836,1132,1072,1624,1651,1368,1400,1184,1367,955,1083,10,9,19,0.15000000000,0.09000000000
Prey Veng,Pur Rieng,141105,Ta Kao,1500,3137,3327,6464,4358,495,463,637,592,446,538,303,431,192,261,398,82,480,11.01000000000,7.43000000000
Kandal,Kien Svay,080208,Phum Thum,2409,5383,5315,10698,7260,806,792,882,913,605,559,728,638,686,651,4,2,6,0.08000000000,0.06000000000
Prey Veng,Kamchay Mear,140207,Smaong Khang Tboung,2963,6112,6679,12791,7508,882,930,1070,1169,828,930,444,626,271,358,56,119,175,2.33000000000,1.37000000000
Kandal,Angk Snuol,080801,Baek Chan,2520,5775,6094,11869,7626,771,798,1103,1197,666,641,556,738,490,666,27,9,36,0.47000000000,0.30000000000
Phnom Penh,Chamkar Mon,120112,Phsar Daeum Thkov,2500,6541,7098,13639,9742,773,761,877,957,1013,1134,1056,1217,897,1057,0,0,0,0.00000000000,0.00000000000
,,120923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Kandal,Lvea Aem,080608,Phum Thum,556,1241,1297,2538,1549,144,127,138,125,137,138,128,148,179,285,14,32,46,2.97000000000,1.81000000000
Phnom Penh,Mean Chey,120604,Chhbar Ampov Ti Muoy,1876,4592,5258,9850,7568,470,535,692,787,622,709,847,992,845,1069,3,2,5,0.07000000000,0.05000000000
Phnom Penh,Mean Chey,120606,Chak Angrae Leu,3114,7324,7633,14957,9881,946,983,962,1098,1082,1066,1028,905,841,970,25,28,53,0.54000000000,0.35000000000
Kandal,Angk Snuol,080811,Peuk,1664,4062,4208,8270,5032,592,565,692,876,416,491,435,436,224,305,8,12,20,0.40000000000,0.24000000000
Kampong Speu,Phnum Sruoch,050605,Krang Dei Vay,1620,3921,3955,7876,4187,491,483,476,504,409,430,438,438,262,256,0,0,0,0.00000000000,0.00000000000
Prey Veng,Svay Antor,141304,Damrei Puon,2381,5329,5514,10843,7200,767,745,975,1042,764,787,540,732,345,503,255,157,412,5.72000000000,3.80000000000
Kampong Speu,Samraong Tong,050711,Tang Krouch,1796,4179,4553,8732,5284,627,641,767,807,363,468,378,530,338,365,0,4,4,0.08000000000,0.05000000000
Phnom Penh,Mean Chey,120603,Preaek Pra,3350,7865,8898,16763,12221,1196,1533,1556,1622,1225,1445,1033,1279,574,758,20,24,44,0.36000000000,0.26000000000
Kandal,Lvea Aem,080615,Tuek Khleang,936,2171,2180,4351,2970,323,313,362,407,287,265,234,288,252,239,7,3,10,0.34000000000,0.23000000000
Kandal,Kien Svay,080206,Kokir,3800,9035,9732,18767,13085,841,924,1180,1415,1228,1315,1622,1980,1348,1232,18,17,35,0.27000000000,0.19000000000
Prey Veng,Prey Veng,141002,Cheung Tuek,1471,2775,2988,5763,3855,499,454,501,559,349,381,311,427,131,243,120,61,181,4.70000000000,3.14000000000
Kampong Speu,Samraong Tong,050715,Voa Sar,2787,6850,7478,14328,9197,965,910,1074,1319,743,832,753,961,711,929,12,12,24,0.26000000000,0.17000000000
Phnom Penh,Mean Chey,120607,Chak Angrae Kraom,3594,8796,9928,18724,13758,1465,1666,1921,2295,1238,1388,1161,1296,542,786,31,31,62,0.45000000000,0.33000000000
Kampong Speu,Chbar Mon,050201,Chbar Mon,1722,4337,4761,9098,5761,636,697,688,759,572,603,511,592,326,377,13,9,22,0.38000000000,0.24000000000
Kandal,Kien Svay,080203,Dei Edth,3526,7766,8146,15912,10548,1434,1243,1527,1602,873,888,728,1058,466,729,23,10,33,0.31000000000,0.21000000000
Prey Veng,Svay Antor,141306,Pean Roung,3702,7728,8340,16068,9623,1100,1122,1282,1312,981,1049,841,993,427,516,374,115,489,5.08000000000,3.04000000000
Kampong Speu,Samraong Tong,050713,Trapeang Kong,3282,7632,8064,15696,10043,1317,1209,1469,1644,783,840,800,983,405,593,20,16,36,0.36000000000,0.23000000000
Phnom Penh,Pur SenChey,120904,Chaom Chau,12851,26023,47142,73165,59018,4955,13559,5388,14229,4075,6019,2907,3506,2031,2349,7,6,13,0.02000000000,0.02000000000
Svay Rieng,Romeas Haek,200413,Sambuor,1268,2654,2917,5571,3745,471,481,543,567,339,369,315,360,126,174,116,67,183,4.89000000000,3.28000000000
Koh Kong,Kaoh Kong,090302,Kaoh Kapi,625,1435,1469,2904,1675,208,200,208,204,187,177,187,207,49,48,55,60,115,6.87000000000,3.96000000000
Kampong Speu,Chbar Mon,050203,Rokar Thum,2820,7922,8156,16078,10397,1157,1156,1322,1280,1008,1052,977,1086,592,767,15,9,24,0.23000000000,0.15000000000
Kandal,Angk Snuol,080813,Prey Puoch,1564,3844,4097,7941,4924,571,500,783,892,369,426,358,458,237,330,16,12,28,0.57000000000,0.35000000000
Phnom Penh,Dangkao,120515,Cheung Aek,1922,3965,4385,8350,5330,628,663,695,782,413,541,508,570,267,263,0,0,0,0.00000000000,0.00000000000
Kandal,Angk Snuol,080807,Krang Mkak,1014,2518,2715,5233,3289,345,328,439,498,319,302,241,369,204,244,6,7,13,0.40000000000,0.25000000000
Phnom Penh,Dangkao,120507,Pong Tuek,1287,3647,3666,7313,4816,607,556,785,744,397,394,341,472,189,331,0,0,0,0.00000000000,0.00000000000
Svay Rieng,Romeas Haek,200409,Kokir,811,1757,1761,3518,2308,325,337,354,327,191,226,168,193,96,91,20,4,24,1.04000000000,0.68000000000
Phnom Penh,Dangkao,120508,Prey Veaeng,1128,2665,2812,5477,3133,368,405,406,457,292,337,278,330,125,135,0,8,8,0.26000000000,0.15000000000
Kandal,Angk Snuol,080808,Lumhach,1700,4057,4434,8491,5358,541,544,713,817,484,493,407,582,317,460,10,4,14,0.26000000000,0.16000000000
Prey Veng,Prey Veng,141003,Kampong Leav,2911,6668,7290,13958,9023,971,1040,1023,1042,985,1073,1007,1134,350,398,39,24,63,0.70000000000,0.45000000000
,,120921,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000
Phnom Penh,Mean Chey,120611,Preaek Thmei,3498,8440,8317,16757,9790,1217,1225,1086,1108,935,916,1021,853,761,668,14,19,33,0.34000000000,0.20000000000
Kampong Speu,Chbar Mon,050204,Sopoar Tep,1273,3513,3772,7285,4580,618,595,626,694,358,387,391,443,224,244,6,7,13,0.28000000000,0.18000000000
Kandal,Lvea Aem,080603,Boeng Krum,1098,2548,2781,5329,3410,427,402,504,527,241,278,250,353,197,231,44,20,64,1.88000000000,1.20000000000
Svay Rieng,Romeas Haek,200401,Ampil,1371,3191,3433,6624,4205,432,396,445,486,406,466,415,471,324,364,74,4,78,1.85000000000,1.18000000000
Kandal,Kien Svay,080201,Banteay Daek,3115,7045,7522,14567,9424,1229,1148,1038,1310,827,914,750,1063,498,647,48,50,98,1.04000000000,0.67000000000
Kandal,Ta Khmau,081103,Daeum Mien,2656,6239,7154,13393,9050,1115,929,1326,1535,773,898,698,906,337,533,13,21,34,0.38000000000,0.25000000000
Kandal,Lvea Aem,080611,Preaek Ruessei,1680,4168,3858,8026,5014,596,545,581,547,509,525,476,468,409,358,35,15,50,1.00000000000,0.62000000000
Prey Veng,Pur Rieng,141106,Kampong Ruessei,2242,4980,5322,10302,6825,699,778,798,968,560,663,473,786,490,610,445,150,595,8.72000000000,5.78000000000
Kandal,Ta Khmau,081104,Ta Khmau,3859,9091,9750,18841,13687,1471,1568,1508,1756,1284,1504,1077,1355,972,1192,34,32,66,0.48000000000,0.35000000000
Prey Veng,Me Sang,140506,Prey Totueng,2744,5987,6575,12562,8489,1012,1049,1119,1144,848,886,752,990,309,380,273,155,428,5.04000000000,3.41000000000
Kampong Speu,Phnum Sruoch,050610,Tang Samraong,1315,3266,3548,6814,3311,421,412,408,431,299,384,276,357,126,197,6,18,24,0.72000000000,0.35000000000
Kandal,Kien Svay,080202,Chheu Teal,2096,4519,4895,9414,5786,766,841,516,527,536,550,716,698,308,328,2,1,3,0.05000000000,0.03000000000
Phnom Penh,Dangkao,120513,Prateah Lang,1078,2358,2618,4976,3247,288,301,347,336,247,318,340,399,291,380,0,0,0,0.00000000000,0.00000000000
Kandal,Ta Khmau,081102,Preaek Ruessei,1899,4370,5200,9570,6426,541,683,654,775,663,792,625,777,422,494,7,2,9,0.14000000000,0.09000000000
Prey Veng,Prey Veng,141001,Baray,1288,3386,3691,7077,5130,770,701,613,564,560,475,313,458,183,493,28,37,65,1.27000000000,0.92000000000
Kandal,Lvea Aem,080606,Lvea Sar,709,1368,1531,2899,1927,232,202,289,291,121,200,123,216,98,155,31,9,40,2.08000000000,1.38000000000
Phnom Penh,Dangkao,120519,Spean Thma,707,1475,1598,3073,1837,216,212,214,201,168,198,176,197,107,148,0,0,0,0.00000000000,0.00000000000
Prey Veng,Me Sang,140507,Svay Chrum,3406,7647,8159,15806,9603,1182,1136,1251,1230,972,1124,693,918,451,646,140,66,206,2.15000000000,1.30000000000
Kampong Speu,Samraong Tong,050701,Roleang Chak,1783,4478,4722,9200,5690,599,648,647,694,514,558,509,572,457,492,16,18,34,0.60000000000,0.37000000000
Kandal,Ta Khmau,081101,Ta Kdol,1138,2582,2712,5294,3429,473,335,460,425,362,341,280,313,206,234,5,2,7,0.20000000000,0.13000000000
Kampong Speu,Chbar Mon,050202,Kandaol Dom,1437,3593,3936,7529,4850,570,558,647,656,342,389,453,561,282,392,8,18,26,0.54000000000,0.35000000000
Prey Veng,Svay Antor,141309,Samraong,2216,4808,5092,9900,6501,846,731,863,910,583,652,470,621,364,461,370,159,529,8.14000000000,5.34000000000
Kandal,Ta Khmau,081106,Kampong Samnanh,2346,6366,6229,12595,8016,1036,943,1126,1115,928,773,827,751,240,277,14,10,24,0.30000000000,0.19000000000
Svay Rieng,Romeas Haek,200414,Sambatt Mean Chey,1678,3995,4284,8279,4847,699,748,581,622,540,539,373,382,183,180,207,100,307,6.33000000000,3.71000000000
Koh Kong,Kaoh Kong,090301,Chrouy Pras,364,874,865,1739,937,113,126,139,133,103,96,93,87,23,24,4,6,10,1.07000000000,0.58000000000
Kampong Speu,Samraong Tong,050706,Roleang Kreul,2486,6315,6836,13151,8317,805,819,1053,1175,761,911,620,748,647,778,33,22,55,0.66000000000,0.42000000000
Phnom Penh,Dangkao,120514,Sak Sampov,585,1319,1369,2688,1713,249,141,260,246,139,157,115,165,70,171,0,0,0,0.00000000000,0.00000000000
Svay Rieng,Romeas Haek,200406,Chrey Thum,2659,5746,6026,11772,7885,863,789,1082,1177,800,888,698,838,317,433,28,18,46,0.58000000000,0.39000000000
Phnom Penh,Dangkao,120517,Preaek Kampues,1888,4240,4499,8739,5789,707,732,843,914,551,625,391,499,217,310,0,0,0,0.00000000000,0.00000000000
Kandal,Kandal Stueng,080106,Daeum Rues,2067,4355,4707,9062,5451,676,647,691,872,438,471,426,461,318,451,9,25,34,0.62000000000,0.38000000000
